timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,ex,ey,ez
1748501878237,-304,818,-1958,8,-3,4,80,36,32,315.2266540527344,8.173826217651367,157.32595825195312
1748501878237,-304,818,-1958,8,-3,4,80,36,32,314.1396789550781,8.169107437133789,157.32537841796875
1748501878348,-304,818,-1958,8,-3,4,80,36,32,314.1396789550781,8.169107437133789,157.32537841796875
1748501878348,-304,818,-1958,8,-3,4,80,36,32,313.0521240234375,8.163259506225586,157.32412719726562
1748501878456,-304,818,-1958,8,-3,4,80,36,32,313.0521240234375,8.163259506225586,157.32412719726562
1748501878456,-304,818,-1958,8,-3,4,80,36,32,311.96893310546875,8.166303634643555,157.3234405517578
1748501878555,-305,818,-1958,8,-3,4,80,36,32,311.96893310546875,8.166303634643555,157.3234405517578
1748501878568,-305,818,-1958,8,-3,4,80,36,32,310.88616943359375,8.171218872070312,157.3256378173828
1748501878663,-304,818,-1958,8,-3,4,80,36,32,310.88616943359375,8.171218872070312,157.3256378173828
1748501878677,-304,818,-1958,8,-3,4,80,36,32,309.8017272949219,8.167566299438477,157.32559204101562
1748501878783,-305,818,-1958,8,-3,4,80,36,32,309.8017272949219,8.167566299438477,157.32559204101562
1748501878783,-305,818,-1958,8,-3,4,80,36,32,308.72222900390625,8.167710304260254,157.3270263671875
1748501878886,-305,818,-1958,8,-3,4,80,36,32,308.72222900390625,8.167710304260254,157.3270263671875
1748501878886,-305,818,-1958,8,-3,4,80,36,32,307.63983154296875,8.169708251953125,157.32293701171875
1748501878984,-304,818,-1958,8,-3,4,80,36,32,307.63983154296875,8.169708251953125,157.32293701171875
1748501878984,-304,818,-1958,8,-3,4,80,36,32,306.5545959472656,8.164388656616211,157.32093811035156
1748501879095,-304,818,-1958,8,-3,4,80,36,32,306.5545959472656,8.164388656616211,157.32093811035156
1748501879095,-304,818,-1958,8,-3,4,80,36,32,305.5907897949219,8.159826278686523,157.32070922851562
1748501879186,-304,818,-1958,8,-3,4,80,36,32,305.5907897949219,8.159826278686523,157.32070922851562
1748501879186,-304,818,-1958,8,-3,4,80,36,32,304.50762939453125,8.158785820007324,157.32579040527344
1748501879307,-304,818,-1958,8,-3,4,80,36,32,304.50762939453125,8.158785820007324,157.32579040527344
1748501879307,-304,818,-1958,8,-3,4,80,36,32,303.42218017578125,8.161498069763184,157.32586669921875
1748501879407,-305,818,-1958,8,-3,4,80,36,32,303.42218017578125,8.161498069763184,157.32586669921875
1748501879407,-305,818,-1958,8,-3,4,80,36,32,302.3389892578125,8.168715476989746,157.32455444335938
1748501879511,-305,818,-1958,8,-3,4,80,36,32,302.3389892578125,8.168715476989746,157.32455444335938
1748501879512,-305,818,-1958,8,-3,4,80,36,32,301.2532653808594,8.168804168701172,157.32440185546875
1748501879627,-305,818,-1958,8,-3,4,80,36,32,301.2532653808594,8.168804168701172,157.32440185546875
1748501879627,-305,818,-1958,8,-3,4,80,36,32,300.1689147949219,8.173137664794922,157.32424926757812
1748501879732,-304,818,-1958,8,-3,4,80,36,32,300.1689147949219,8.173137664794922,157.32424926757812
1748501879732,-304,818,-1958,8,-3,4,80,36,32,299.0821533203125,8.164937019348145,157.32313537597656
1748501879839,-304,818,-1958,8,-3,4,80,36,32,299.0821533203125,8.164937019348145,157.32313537597656
1748501879839,-304,818,-1958,8,-3,4,80,36,32,298.11822509765625,8.164206504821777,157.32298278808594
1748501879948,-304,818,-1958,8,-3,4,80,36,32,298.11822509765625,8.164206504821777,157.32298278808594
1748501879948,-304,818,-1958,8,-3,4,80,36,32,297.0338134765625,8.165388107299805,157.32589721679688
1748501880033,-304,818,-1958,8,-3,4,80,36,32,297.0338134765625,8.165388107299805,157.32589721679688
1748501880033,-304,818,-1958,8,-3,4,80,36,32,296.0694274902344,8.167885780334473,157.3241424560547
1748501880139,-304,818,-1958,8,-3,4,80,36,32,296.0694274902344,8.167885780334473,157.3241424560547
1748501880139,-304,818,-1958,8,-3,4,80,36,32,294.9845275878906,8.16967487335205,157.3242950439453
1748501880242,-304,818,-1958,8,-3,4,80,36,32,294.9845275878906,8.16967487335205,157.3242950439453
1748501880254,-304,818,-1958,8,-3,4,80,36,32,293.8988037109375,8.166546821594238,157.32504272460938
1748501880349,-304,818,-1958,8,-3,4,80,36,32,293.8988037109375,8.166546821594238,157.32504272460938
1748501880349,-304,818,-1958,8,-3,4,80,36,32,292.9342041015625,8.164684295654297,157.32762145996094
1748501880451,-304,818,-1958,8,-3,4,80,36,32,292.9342041015625,8.164684295654297,157.32762145996094
1748501880451,-304,818,-1958,8,-3,4,80,36,32,291.85223388671875,8.167326927185059,157.32994079589844
1748501880563,-304,818,-1958,8,-3,4,80,36,32,291.85223388671875,8.167326927185059,157.32994079589844
1748501880574,-304,818,-1958,8,-3,4,80,36,32,290.76776123046875,8.16348648071289,157.32945251464844
1748501880679,-305,818,-1958,8,-3,4,80,36,32,290.76776123046875,8.16348648071289,157.32945251464844
1748501880679,-305,818,-1958,8,-3,4,80,36,32,289.80548095703125,8.165175437927246,157.32806396484375
1748501880786,-304,818,-1958,8,-3,4,80,36,32,289.80548095703125,8.165175437927246,157.32806396484375
1748501880786,-304,818,-1958,8,-3,4,80,36,32,288.8411865234375,8.165517807006836,157.3253173828125
1748501880875,-305,818,-1958,8,-3,4,80,36,32,288.8411865234375,8.165517807006836,157.3253173828125
1748501880875,-305,818,-1958,8,-3,4,80,36,32,287.8782043457031,8.167943954467773,157.3248748779297
1748501880987,-304,818,-1958,8,-3,4,80,36,32,287.8782043457031,8.167943954467773,157.3248748779297
1748501880987,-304,818,-1958,8,-3,4,80,36,32,286.9147033691406,8.1690034866333,157.32418823242188
1748501881081,-304,818,-1958,8,-3,4,80,36,32,286.9147033691406,8.1690034866333,157.32418823242188
1748501881081,-304,818,-1958,8,-3,4,80,36,32,285.9508972167969,8.168478012084961,157.3256072998047
